id;q007;tag1;tag2;tag3
2572;Solicitar ao Shopping Jequitibá (Itabuna-BA) que deixe um segurança na entrada do estacionamento que dá acesso ao SAC para avaliar a possibilidade de liberação de pessoas com dificuldade de acesso, antes do horário de abertura do shopping.;sugestao;infraestrutura;seguranca
2571;Sempre que tenho a necessidade de utilização dos serviços do SAC tenho preferência pelo da Barra pela localização acesso atendimento e agilidade atendimento.;elogio;atendimento;agilidade
2569;Demorou muito do horÃrio que eu agendei para a hora que eu fui atendida. Pessoas que nÃo tinha o horÃrio agendado foram atendidas primeiro. O rapaz que me atendeu no momento de tirar de fato a identidade muito mal educado e sem paciÃncia.Principalmente na hora da foto nem avisou que iria tirar . ;reclamacao;agendamento;agilidade
2561;SÃa demora ;reclamacao;atendimento;agilidade
2560;Ãtimo o local, bem estruturado e climatizado ;elogio;infraestrutura;climatizacao
2560;muito satisfeito com o atendimento. Parabéns governo do Estado;elogio;atendimento;satisfacao
2560;"Sistema do DETRAN fora do ar; cadeira quebrou com outro cliente.";reclamacao;infraestrutura;conforto
2555;AclimataÃÃo estÃ otima ;elogio;infraestrutura;climatizacao
2555;A recepÃÃo Foi grossa ;reclamacao;atendimento;cordialidade
2552;Que saibam ensinar aos atendentes a tratar as pessoas melhores e não com indiferencias ;sugestao;atendimento;cordialidade
2550;Ãtimo atendimento e muito rapido;elogio;atendimento;agilidade
2545;tempo de espera e estrutura física do forro;reclamacao;infraestrutura;satisfacao
2535;Não deveria cobrar a taxa de estacionamento;sugestao;atendimento;taxas cobradas
2530;Investir mais em cadeiras na ala de espera;sugestao;infraestrutura;conforto
2528;Infraestrutura do SAC Pituaçu muito boa.;elogio;infraestrutura;satisfacao
2519;Melhora a demora na fila;sugestao;atendimento;agilidade
2519;No vi banheiro no espao de atendimento para o ciente.;sugestao;infraestrutura;banheiro
2517;Estão de parabéns com relação à agilidade no atendimento.;elogio;atendimento;agilidade
2517;Desorganizado a fichas e algumas atendentes de Barreiras sÃo ignorantes;reclamacao;atendimento;organizacao
2512;Continuar atendendo com rapidez;sugestao;atendimento;agilidade
2508;Gostei muito pouca demora muito rapido o atendimento ;elogio;atendimento;agilidade
2506;a infraestrutura do local e boa  fruto dos impostos que foi bem aplicada ;elogio;infraestrutura;satisfacao
2506;um  treinamento para os funcionario visando o respeito a eficacia e rapideza ;sugestao;atendimento;cordialidade
2505;Lugar confortÃvel ;elogio;infraestrutura;conforto
2505;trocar as atendentes da recepÃÃo para pessoas mais educadas.;sugestao;atendimento;cordialidade
2497;Na recepção não gostei da abordagem, fui pegar minha CNH definitiva,  estava com a taxa paga, mostrei a Recepcionista, ce mesmo assim ela ficou questionando,  me deixando sem graça perante outras pessoas,  mesmo eu falando que havia pago no sac, a mesma com a taxa na mão,  vendo que estava tudo ok, até que me irritei e perguntei qual era a dúvida dela.;reclamacao;atendimento;taxas cobradas
2493;Atendimento excelente e agil;elogio;atendimento;agilidade
2492;Ar-condicionado muito frio, poderia ser mais ambiente ;sugestao;infraestrutura;climatizacao
2489;Demora na sala de espera, minha senha ficou congelada e ninguÃm informou sobre o ocorrido.;reclamacao;atendimento;agilidade
2485;O atendimento em si foi cordial.;elogio;atendimento;cordialidade
2485;Eu fui tirar o RG de minha filha porÃm as atendentes nÃo tem paciÃªncia pra tirar a foto. Uma sugestÃo Ã treinar a equipe pra que o atendimento melhore nesse quesito ;sugestao;atendimento;cordialidade
2484;GOSTO MUITO DA AGILIDADE DOS SETORES.;elogio;atendimento;agilidade
2484;tempo de espera para atendimento é muito demorado;reclamacao;atendimento;agilidade
2483;Ter um segurana no oca.;sugestao;infraestrutura;seguranca
2482;Poderia bota um bebedouro ;sugestao;infraestrutura;bebedouro
2478;Demora muito tempo pra fica pronto 1 RG ;reclamacao;atendimento;agilidade
2477;Sistema do DETRAN apresentando quedas contÃnuas, provocando demora no atendimento.;reclamacao;atendimento;agilidade
2473;Painel de chamadas das senhas ou sistema muito demorado,pulando ou chamando varias senhas d uma so vez;reclamacao;atendimento;agilidade
2466;Da educaÃÃo a atendente do SAC do DETRAN.;sugestao;atendimento;cordialidade
2465;Sistematizar o processo por completo e da melhor treinamento aos funcionários;sugestao;atendimento;cordialidade
2463;O atendimento foi rápido, cordial e eficiente. Obrigado por prestarem um serviço de excelência para a sociedade.;elogio;atendimento;cordialidade
2463;Melhorar a APP para o celular.;sugestao;atendimento;aplicativo
2458;Que sejam cumpridas e postas em prÃticas todas as praticidades que o meio digital devidamente legal oferece. Ã que os funcionÃrios sejam devidamente treinados para serem verdadeiros e transparentes com os cuidadÃµes. ;sugestao;atendimento;cordialidade
2455;Rapido atendimento ;elogio;atendimento;agilidade
2450;Ãs vezes demora p atender o idosomesmo c senha preferencial;reclamacao;atendimento;agilidade
2449;O Planserv estÃ muito desorganizado.Depous de muitas indas e vindas, ainda nÃo conseguiu resolver a minha pendÃncia.;reclamacao;atendimento;organizacao
2443;A demora da foto deixa a desejar ;reclamacao;atendimento;agilidade
2442;Com essa sistema de agendamento está muito bem organizado.;elogio;agendamento;organizacao
2439;O aplicativo é péssimo!foi difícil agendar.;reclamacao;agendamento;aplicativo
2437;Não ter agua pra beber, seria bom se colocasse um filtro ou Bebedouro;reclamacao;atendimento;bebedouro
2437;Filtro ou Bebedouro. O local precisa ter água ;sugestao;infraestrutura;bebedouro
2434;Em alguns casos, os prazos para entrega do que foi solicitado, deveria ser menos demorado.;sugestao;atendimento;agilidade
2433;Incentivem sempre os atendentes, deve ser estressante lidar com todo tipo de pessoas ( algumas mal educadas e impacientes) e para que o ambiente seja de boa experiÃncia Ã indispensÃvel que o atendimento seja humanizado, com profissionais bem humorados e transmitindo satisfaÃÃo com o serviÃo. Elogiem, premiem, incentivem mesmo, isso reflete no atendimento que iremos receber;sugestao;atendimento;cordialidade
2429;Fiz a marcaÃÃo para o horÃrio determinado, fui a senha 001 e sÃfui atendido 45min depois. Se fosse por demanda espontÃ¢nea nÃo precisava de horÃrio marcado. NÃo tinha ninguÃm na minha frente e mesmo assim houve muita demora no atendimento.;reclamacao;atendimento;agilidade
2429;Que se cumpra com o horÃrio de atendimento. Eu fui a Senha 001 e mesmo assim demorou para ser atendido.;sugestao;atendimento;agilidade
2428;A atendente da Embasa..espero que ela trate melhor a mae dela se for idosapq ela foi extremamente grossa..mau educada..indiferentepessimo atendimento.;reclamacao;atendimento;cordialidade
2425;Custo absurdo do estacionamento ,o Governo aluga o PrÃdio, estrutura, climatizaÃÃo, limpeza deveriam e o usuÃrio paga o custo no estacionamento. ;reclamacao;infraestrutura;climatizacao
2422;parabenizo a equipe de atendimento e a agilidade para marcação de horário;elogio;atendimento;agilidade
2422;Demorou pra atender pois o sistema estava fora do ar.;reclamacao;atendimento;agilidade
2419;Atendimento rapido ! ;elogio;atendimento;agilidade
2419;Na Pontualidade, nos atendimentos.;elogio;atendimento;pontualidade
2417;Continuarem evoluindo, treinando pessoal de forma continua, ;sugestao;atendimento;cordialidade
2416;SUPREV - demora e dificuldade em emitir o documento solicitado ;reclamacao;atendimento;agilidade
2415;Deveria ter mais funcionários no atendimentos ao público, pois está demorando muito, devido a demanda ser grande,;sugestao;atendimento;agilidade
2415;Sugere que continuar com este trabalho de marcação pelo aplicativo é ótimo facilita  muito. ;sugestao;atendimento;aplicativo
2413;Atendimento 0 para o Sac Shopping da Bahia, funcionÃrios com mau humor e grosseiros;reclamacao;atendimento;cordialidade
2412;Que demora muito de chamar ;reclamacao;atendimento;agilidade
2412;Que continue continuar assim com agendamento tem mais agilidade  e organização ;sugestao;agendamento;organizacao
2406;Precisa verificar o sistema de senha estÃ  impactando o atendimento senha doc. Com da foto Detran o tempo de atendimento as vezes supera o tempo entre as duas senhas, o cidadÃo ainda no balcÃo  atendimento doc.e jÃ  foi anunciada a senha para foto ao tem que retornar para ativaÃÃo da senha ref. Ao entendimento da foto ai demora nÃo  adianta o agendamento hr. Ai fica complicado myda completamente o hr de compromissado;sugestao;agendamento;agilidade
2404;O sistema apresentou defeito e a comunicaÃÃo demorou um pouco a ser feita;reclamacao;atendimento;agilidade
2404;Que o Detran disponha de atendentes com vontade de trabalhar. Sorriso no rosto ja Ã um princÃ­pio.;sugestao;atendimento;cordialidade
2399;Atendimento cordial e educado;elogio;atendimento;cordialidade
2396;Agendei com facilidade. DuraÃÃo do serviÃo foi dentro do esperado.;elogio ;agendamento;agilidade
2396;Quase sempre hÃ demora para ser chamado, muito alÃm do horÃrio marcado;reclamacao;atendimento;agilidade
2396;GestÃo de pontualidade;sugestao;agendamento;pontualidade
2394;Instaar um banheiro ;sugestao;infraestrutura;banheiro
2392;Ambiente bem climatizado, bem sinalizado e confortÃvel. Atendimento muito gentil do ÃrgÃo que nos atendeu (Identidade e tÃ­tulo de eleitor);elogio;infraestrutura;conforto
2392;Visto que pessoalmente tambÃm atende sem agendamento, informar essa possibilidade no aplicativo para as pessoas que tem mais urgÃncia.;sugestao;atendimento;aplicativo
2390;Infraestrutura boa;elogio;infraestrutura;satisfacao
2390;Infraestrutura boa;elogio;infraestrutura;satisfacao
2390;Reduzir valores das taxas do serviÃo uma vez que nÃo vemos retorno.;sugestao;atendimento;taxas cobradas
2389;Atendimento suprev/funprev Ã extremamente demorado. ;reclamacao;atendimento;agilidade
2389;Um pouco de agomerao na entrada, demora para atendimento ;reclamacao;atendimento;agilidade
2389;Mais agiidade no atendimento e menor prazo para entrega da carteira de Habiitao ;sugestao;atendimento;agilidade
2388;Demora no atendimento;reclamacao;atendimento;agilidade
2385;Fui tratada com muita cordialidade e atenção. Registro aqui a satisfação com o atendimento prestado pelos funcionários do órgão. ;elogio;atendimento;cordialidade
2382;O atendimento foi bem rapido;elogio;atendimento;agilidade
2376;Levei minha mÃe de 85 anos para fazer prova de vida. A funcionÃria da recepÃÃo foi grosseira e nos fez esperar alÃm do horÃrio agendado.;reclamacao;atendimento;cordialidade
2375;Depois da espera para ser chamado o atendimento Ã rapido;elogio;atendimento;agilidade
2373;Criar um Ã­cone ou linkn que funcionem efetivamente, para resolver situaÃÃµes que nÃo demandem ocupar vaga de atendimento no efetivo serviÃo, afim de evitar contra transferencia para outro, e outro e outro e ao final, o usuÃrio acabar hipertenso , sem que resolva a sua demanda, da qual precisa soluÃÃo para dÃ sequencia sos seus dias. Sugiro seleÃÃo criteriosa de pessoal, e treinamento efetivo e eficaz para promover o atendimento de qualidade, tÃo propagado como missÃo institucional!;sugestao;atendimento;cordialidade
2372;Agilidade no dia do atendimento.;elogio;atendimento;agilidade
2368;QDO O FUNC. ESTIVER DE MAU HUMOR MANDA ELE PRA CASA, Ã MELHOR. O PROBLEMA DE ALGUNS Ã ACHAR QUE SÃ NÃS PRECISAMOS DELES.;sugestao;atendimento;cordialidade
2365;Taxas muito altas;reclamacao;atendimento;taxas cobradas
2363;A AvaliaÃÃo mÃdica demora 10 minutos. Porque nÃo colocar esta avaliaÃÃo ali junto com a abertura do processo??? Pouparia tempo e sairia mais barato pra todo mundo.;sugestao;atendimento;agilidade
2361;Ambiente limpo ;elogio;infraestrutura;limpeza
2361;Ambiente limpo ;elogio;infraestrutura;limpeza
2361;Bem atendido e lugar confortÃvel. ;elogio;infraestrutura;conforto
2359;Boa estrutura ,conforto e organização ambiental.;elogio;infraestrutura;conforto
2359;ParabÃns pela agilidade do serviÃo ;elogio;atendimento;agilidade
2359;Ser mais pontual a nos atender já que agendamos um horário.;sugestao;agendamento;pontualidade
2358;Treinar os atendentes para melhorar o atendimento ao pÃºblico.;sugestao;atendimento;cordialidade
2357;Admitir um profissional habilitado no tratamento com idosos conferindo a eles seguranÃa no acolhimento com verdadeira empatia.;sugestao;infraestrutura;seguranca
2355;Ampliar o agendamento para um prazo mais curto;sugestao;atendimento;satisfacao
2354;Ótimo atendimento e tudo bem limpo e organizado;elogio;infraestrutura;limpeza
2354;Colocar funcionÃrios melhor treinados e ter alguÃm superior com poder de decisÃo e ou resoluÃÃo de problemas ;sugestao;atendimento;cordialidade
2353;NÃo consegui atendimento devido a demora. Esperei por mais de duas horas e acabei desistindo.;reclamacao;atendimento;agilidade
2352;Pela Rapides e agilidade pelos funcionarios ;elogio;atendimento;agilidade
2351;Eu levei minhas 2 crianÃas para emitir RG, e achei o atendimento muito demorado.;reclamacao;atendimento;agilidade
2347;Agilizar rapido;elogio;atendimento;agilidade
2344;O atendimento na recepo e a impeza e infraestrutura do ambiente so eogiaveis.;elogio;infraestrutura;satisfacao
2344;Informar por e-mail e por Whatsapp ou MSN;sugestao;atendimento;aplicativo
2343;Treinar mais os atendente novos;sugestao;atendimento;cordialidade
2342;Atendimento com clareza e agilidade;elogio;atendimento;agilidade
2339;treinamento aos funcionÃrios sobre dados da certidÃo de nascimento, fazer perguntas ao interresado e nÃo se distrair com fofocas no serviÃo;sugestao;atendimento;cordialidade
2338;todos possíveis, ótima recepção, espaço confortável e limpo;elogio;infraestrutura;conforto
2338;demora na entrega do documento ;reclamacao;atendimento;agilidade
2337;FuncionÃrios muito educados e profissionais. EspaÃo limpo e muito agradÃvel. Banheiros limpos e higienizados.;elogio ;infraestrutura ;limpeza
2335;ClimatizaÃÃo, limpeza e comodidade;elogio;infraestrutura;climatizacao
2335;Demora no atendimento, nÃo havia disponibilidade de Ãgua.;reclamacao;atendimento;agilidade
2333;Sugiro que quando estiver treinando um novo funcionÃrio, faÃam uma programaÃÃo para que possam aumentar o numero de atendendente com experiÃncia no local, pois no momento do meu atendimento ocorreu o fato e prejudicou o excelente trabalho fornecido por vocÃs.;sugestao;atendimento;cordialidade
2332;Demora na tratativa e divergencia no meu manifesto ;reclamacao;atendimento;agilidade
2328;NÃo demorou muito no atendimento ;reclamacao;atendimento;agilidade
2326;Fui bem atendida, o local estava bem climatizado e  higienizado ;elogio;infraestrutura;climatizacao
2321;Que ofereço serviço com taxa menor para pessoas de baixa renda;sugestao;atendimento;taxas cobradas
2317;Minha reclamação é que na hora que eu liguei para fazer o agendamento, demorou muito para me atenderem, ficou tocando uma música um tempão e isso é muito chato e cansativo agente acaba ficando estressado e querendo desistir de fazer o agendamento, mais quando fui atendido a pessoa que me atendeu foi super educada e gentil!! Só isso que eu tenho para reclamar!;reclamacao;agendamento;agilidade
2313;Ter alguÃm que consiga resolver isso, sem demorar tanto dias sem resolver, pelo que soube ficou mais se 10 dias sem resolver. ;sugestao;atendimento;agilidade
2309;Muita demora de atendimento ;reclamacao;atendimento;agilidade
2306;Parabens. Otimo servico. Rapido e competente;elogio;atendimento;agilidade
2306;Quanto a recepÃÃo, a recepcionista nÃo foi Cortez, fria no atendimento e bastante grosseira ao falar!;reclamacao;atendimento;cordialidade
2304;Demora no atendimento em relaÃÃo ao horÃrio agendado. ;reclamacao;agendamento;agilidade
2303;Treinamento de atendimento ao pÃºblico;sugestao;atendimento;cordialidade
2297;Gostaria de ressaltar a presteza no atendimento, bem como a cordialidade dos atendentes. JÃ podemos dizer que estamos no caminho certo rumo Ã  excelÃncia. Meus agradecimentos.;elogio;atendimento;cordialidade
2293;Melhoria do site que demora a voltar Ã  ativa;reclamacao;atendimento;agilidade
2291;Demora no atendimento, ;reclamacao;atendimento;agilidade
2287;NÃo tem Ãgua e que demora muito!;reclamacao;atendimento;agilidade
2283;Ser mais pontual. Quando se marca um horÃrio,  cumpra esse horÃrio. ;sugestao;agendamento;pontualidade
2279;A demora para fica pronto o documento;reclamacao;atendimento;agilidade
2276;Coocar segurana no andar de funcionamento.;sugestao;infraestrutura;seguranca
2274;Os funcionÃrios sÃo muito educados e o ambiente climatizado e limpo ;elogio;infraestrutura;climatizacao
2272;As mulheres na Portaria eram super grossas e rÃgidas;reclamacao;atendimento;cordialidade
2272;Deveria ter algum seguranÃa ali na frente;sugestao;infraestrutura;seguranca
2272;MELHORAR AS CONDIÃÃES DE COMODIDADE. MELHORAR AS CADEIRAS E OS BANHEIROS;sugestao;infraestrutura;conforto
2267;NÃo gostei da moÃa do caixa de pagamento muito grossa mal educada;reclamacao;atendimento;cordialidade
2267;Treinamento sobre relaÃÃµes interpessoais no ambiente de trabalho.;sugestao;atendimento;cordialidade
2265;Fui muito bem atendido no que precisei, entÃo ParabÃns pela organizaÃÃo e agilidade.;elogio;atendimento;agilidade
2265;Tudo bem limpo, respeitando as normas sanitárias;elogio;infraestrutura;limpeza
2265;Mesmo com o horário marcado, existia 12 pessoas na frente. O atendimento iria demorar duas horas ou mais. E mesmo avisando que eu era prioridade, a atendende disse que ão poderia fazer nada, pois só seria prioridade lá idosos e doentes.;reclamacao;atendimento;agilidade
2265;Rever prioridades e horários. ;sugestao;atendimento;satisfacao
2264;ATENDIMENTO COM EDUCAÇÃO, EFICIENTE E CORDIAL;elogio;atendimento;cordialidade
2263;O atendimento prestado pela atendente Amanda foi muito bom: cordial e sabe dar informações assertivas.;elogio;atendimento;cordialidade
2263;Banheiro e assentos para os idosos. ;sugestao;infraestrutura;banheiro
2262;Muita demora para o banco informar o pagamento ao dentran;reclamacao;atendimento;agilidade
2260;Melhorar a climatizaÃÃo do ambiente.;sugestao;infraestrutura;climatizacao
2257;ParabÃns pela agilidade do processo;elogio;atendimento;agilidade
2253;AGILIDADE DA ENTREGA DA CNH ;elogio;atendimento;agilidade
2253;Um treinamento para oa funcionrios do SAC serem mais educados e cordiais. ;sugestao;atendimento;cordialidade
2248;Eogiar a pacincia dos atendentes com a instabiidade da infraestrutura informtica dispon­ve ;elogio;infraestrutura;satisfacao
2240;Atendes grossos demais;reclamacao;atendimento;cordialidade
2237;Mehorar o sistema de condicionadores de ar.;sugestao;infraestrutura;climatizacao
2236;Excelente climatizaÃÃo ;elogio;infraestrutura;climatizacao
2232;Excelente atendimento pontualidade nos agendamentos ;elogio;agendamento;pontualidade
2232;Diminuir mais o preço da taxa de documentos;sugestao;atendimento;taxas cobradas
2229;Bom dia, estou muito satisfeito com o atendimento em particular de duas pessoas, são elas um coroa e uma Senhora não sei os nomes;elogio;atendimento;satisfacao
2228;Agilidade e Ãtimo atendimento da servidora;elogio;atendimento;agilidade
2228;Prioridades sem marcaÃao antecipada;sugestao;atendimento;satisfacao
2224;Sac Iguatemi insatisfeito total com os procedimentos de congelamento de senha muito desorganizado sac shop da Bahia ;reclamacao;atendimento;organizacao
2218;Melhorar a climatizaÃÃo, ambiente muito quente;reclamacao;infraestrutura;climatizacao
2217;Gostaria de informar o mau comportamento do guarda q foi  grosso comigo e outras pessoas , procurei a coordenação mais pouco foi feito !;reclamacao;atendimento;cordialidade
2217;Instruir melhor o guarda , da um treinamento .;sugestao;atendimento;cordialidade
2216;Atendimento pontual, agendamento fÃcil, bons funcionÃrios;elogio;agendamento;pontualidade
2216;A ATENDENTE DO PRIORIDADE MUITO RISPIDA NÃO DA ATENÃÃO E DEMORA O ATENDIMENTO FICA CONVERSANDO COM OS OUTROS. A FILA NORMAL TERMINHA MAIS RAPIDO DO Q A QUE DEVERIA SER PRIORIDADE.;reclamacao;atendimento;agilidade
2214;Atendimento ótimo. Tantos o pessoal do detran, quanto do Tre. Gostei da agilidade principalmente no tre. ;elogio;atendimento;agilidade
2208;Paguei a taxa de renovaÃÃo da HabilitaÃÃo e nÃo consigo descobrir qual clinica realizar os exames;reclamacao;atendimento;taxas cobradas
2205;lugar muito limpo e funcionários educados ;elogio;infraestrutura;limpeza
2202;Melhoria do aplicativo digital para facilitar as pessoais que utiliza muito celular;sugestao;atendimento;aplicativo
2202;Treinamento para o pessoa do atendimento, com perfi mais emptico ;sugestao;atendimento;cordialidade
2198;Sevico publico ja eh estruturado com os impostos pago pelo povo;reclamacao;infraestrutura;satisfacao
2194;Agendamento precisa ser menos demorado, no caso foi agendado para 15 dias depois.;sugestao;agendamento;agilidade
2193;Abrir outros SAC com essa gentileza, presteza e rapidez ;sugestao;atendimento;agilidade
2192;Muito bom mesmo,  agilidade e organizaÃÃo!!!;elogio;atendimento;agilidade
2188;Cordialidade nos atendimentos.;elogio;atendimento;cordialidade
2188;gostei do atendimento e da agilidade;elogio;atendimento;agilidade
2188;Atendente com mÃ vontade, nÃo havia ninguÃm para atendimento e mesmo assim demorou muito. Somente depois da segunda vez que a recepÃÃo foi verificar Ã que fui atendida. A atendente ficou claramente contrariada pelo questionamento sobre a demora e ainda quis criar problema pelo documento de identificaÃÃo ter sido digital. Aceitou, mas ficou reclamando e dizendo que nÃo era obrigada a aceitar. Em todos os lugares, polÃ­cia, votaÃÃo, bancos, e etc. SÃ utilizo o documento digital. ;reclamacao;atendimento;agilidade
2187;Ãtimo atendimento e eficiÃªncia na agilidade para fluir filas e cumprimento dos horÃrios agendados.;elogio;atendimento;agilidade
2184;Um rápido procedimento para a retirada da Identidade, foto tirada na hora, agilidade ao perguntaredor as informações. Se fosse para qualificar, seria nota 9.;elogio;atendimento;agilidade
2183;Avisar o cliente q seu documento n ficou pronto p n perder tempo de deslocamento e espera desnecessÃrio ;sugestao;atendimento;agilidade
2182;demora em ser atendido;reclamacao;atendimento;agilidade
2181;Recepção péssimo atendimento, o pessoal atende com um mau humor nem olha na cara da pessoa;reclamacao;atendimento;cordialidade
2180;Que a recepÃaÃ seja melhor treinada para o encaminhamento das pessoas que nÃo sabem ao certo para onde se dirigirem;sugestao;atendimento;cordialidade
2179;Funcionários da recepção educados, ambiente limpo, têmpera agradável, atendimento rapido;elogio;infraestrutura;limpeza
2179;A funcionária do Detran que me atendeu na última vez foi grosseira;reclamacao;atendimento;cordialidade
2178;Tudo organizado e rapido;elogio;atendimento;agilidade
2178;Tudo organizado e rapido;elogio;atendimento;agilidade
2176;Demora no atendimento, nÃo houve uma agilidade referente a prioridade. Atendentes estavam tranquilos, porÃm demorou muito pra chamar a senha, tive que ir atrÃs e procurar pra agilizar o atendimento. ;reclamacao;atendimento;agilidade
2172;Demora na resposta da minha solicitaÃÃo ;reclamacao;atendimento;agilidade
2172;Reduzir o tempo de espera na resposta da consulta ;sugestao;atendimento;agilidade
2171;ParabÃns pela agilidade e qualidade do serviÃo ;elogio;atendimento;agilidade
2169;Bem localizado por agendamento fica mais comodo sem filas e rapido atendimento;elogio;atendimento;agilidade
2167;Agilidade/ cordialisade;elogio;atendimento;agilidade
2166;Infraestrutura do SAC Comercio;reclamacao;infraestrutura;satisfacao
2160;Satisfeito com o  atendimento;elogio;atendimento;satisfacao
2154;A atendente da mesa grosseira, péssima comunicação, falando baixo e não fez o direcionamento correto, fiquei perdida após o atendimento sem saber para qual setor seria encaminhada. Precisei retornar na recepção para me informar. ;reclamacao;atendimento;cordialidade
2154;Fazer treinamentos com os atendentes que reflitam o quão desagradável é ser atendido por alguém grosseiro e de mau humor.;sugestao;atendimento;cordialidade
2153;O funcionÃrio do TRE foi grosseiro e disse q nÃo resolveria meu caso Ã que eu pagasse a multa mesmo nÃo estando na cidade de votaÃÃo na data da eleiÃÃo;reclamacao;atendimento;cordialidade
2153;InformaÃÃµes mais claras no site. NÃo permitir agendamento no SAC que nÃo seja relacionado ao Beto de pagamento, para as taxas detran;sugestao;atendimento;taxas cobradas
2153;Melhorar o treinamento para os funcionÃrios do TRE SAC Barra;sugestao;atendimento;cordialidade
2152;Demora no atendimento via telefone para agendamento ;reclamacao;agendamento;agilidade
2152;Ampliar o horário nos sábados e melhorar o agendamento no app ;sugestao;agendamento;aplicativo
2151;Reclamação ao Sine Bahia que demorou 30 minutos para me atender. O meu horário estava marcado para 12:20 e só fui atendido 22:53 hs;reclamacao;atendimento;agilidade
2151;Taxas abusivas;reclamacao;atendimento;taxas cobradas
2149;Atendimento da fotografia deixa a desejar, atendente grossa;reclamacao;atendimento;cordialidade
2148;estrutura fÃ­sica das cadeiras de espera deterioradas;reclamacao;infraestrutura;satisfacao
2147;Substituir a atendente do ÃrgÃo CEPREV por uma mais competente, educada e que saiba respeitar os usuÃrios do serviÃo CEPREV. ;sugestao;atendimento;cordialidade
2144;Gostaria externar a minha insatisfaÃÃo sobre um bebedouro que nÃo existe nos locais de atendimento;reclamacao;atendimento;bebedouro
2144;Ampliar o painel de chamadas  vi muita gente com dificuldade.  Alertar o possÃ­vel. ;sugestao;infraestrutura;satisfacao
2144;Sugiro que coloquem bebedouros nas unidades com Ãgua gelada se possÃ­vel;sugestao;infraestrutura;bebedouro
2140;Um senhor de idade que tava atendendo, mau humorado, estava na fia o primeiro a ser atendido e ee me disse pra sair de forma grosseira, pq meu horario agendado era 11 horas e ainda fatava 3 minutos;reclamacao;atendimento;cordialidade
2134;Demora para atender. A primeira atendente pessima.;reclamacao;atendimento;agilidade
2134;O prazo para marcação é um pouco demorado, acredito que poderia melhorar nesta questão, pincipalmente para entrega de documentos, que é um procedimento rápido.;sugestao;atendimento;agilidade
2134;Treinar os funcionÃrios.;sugestao;atendimento;cordialidade
2132;Ãtimo atendimento rapido e sem burocracia ;elogio;atendimento;agilidade
2130;No tenho o que recamar, pois tudo se resove muito rpido. s vezes, a pessoa pensa: tem muita gente, vai demorar, mas  iuso, o atendimento  muito rpido e, ao fina, a gente percebe que o fuxo de pessoas no interfere na quaidade do atendimento.;reclamacao;atendimento;agilidade
2129; SERVIÇO  MUITO BOM, RAPIDO E EFICIENTE.  NOS DEIXANDO MAIS TRANQUILOS NESSE PERIODO DE PANDEMIA;elogio;atendimento;agilidade
2128;atendimento eficaz e com agilidade nos processos.;elogio;atendimento;agilidade
2128;O agendamento prévio, facilita muitobo tempo de espera na fila ser menor. Organiza nossa rotina, satisfeito com o atendimento no geral;elogio;agendamento;organizacao
2126;Atendimento foi rÃpido e cordial;elogio;atendimento;cordialidade
2126;Atendimento muito rápido não demorei muito dentro do saco limpo e organizando;elogio;infraestrutura;limpeza
2125;Praticidade e rapidez no atendimento ;elogio;atendimento;praticidade
2123;Muito demorada ;reclamacao;atendimento;agilidade
2123;Que possamos ter sempre o bom humor quando formos falar vom pessoas.OBS: MEU ATENDIMENTO FOI OTIMO.;sugestao;atendimento;cordialidade
2122;Para entra no aplicativo esta horrível n carregar e n tem como agendar;reclamacao;agendamento;aplicativo
2122;Melhora a aplicativo ;sugestao;atendimento;aplicativo
2121;Ampliar os horÃrios e fichas para fazer documentaÃÃo dar exclusividade para umas pessoas que moram em outras  cidades ;sugestao;atendimento;satisfacao
2117;Estou muito satisfeito toda equipe  tá de parabéns;elogio;atendimento;satisfacao
2116;Treinamento para atendimento ao publico. Pois, como foi dito o coordenador , trata-se de SAC- Serv. de atendimento ao CidadÃo.;sugestao;atendimento;cordialidade
2111;Atendente maravilhoso, agil, educado. ;elogio;atendimento;agilidade
2110;Demora as vezes compica perca de tempo ;reclamacao;atendimento;agilidade
2109;A pesar de uma estrutura grandiosa, tive dificuldade para agendar meu atendimento, poderia ser mais dinÃ¢mico e atender mais pessoas em menos tempo.;reclamacao;atendimento;agilidade
2109;Demora no atendimento agendado! Para que agendar hora se quando chega lÃ passa 4 horas esperando para tirar um RG ;reclamacao;agendamento;agilidade
2108;Local muito confortÃvel de atendimento.;elogio;infraestrutura;conforto
2108;Demorou quase 3 horas.;reclamacao;atendimento;agilidade
2105;Custo das taxas de transferência de CNH,que em muitos outros estados é gratis;reclamacao;atendimento;taxas cobradas
2101;Alguns atendentes sem educação, tratando pessoas com grosseria;reclamacao;atendimento;cordialidade
2099;Sistema estava fora do ar, demorou cerca de 30 minutos atÃ retornar para poder registrar fotos e biometria.;reclamacao;atendimento;agilidade
2096;Atendimento super rápido, agendei pelo aplicativo, no meu horário fui atendido, não demorei nada foi questão de 2 minutos, muito bom esse novo método por agendamento, as cadeiras tudo sinalizada para o distanciamento, muito bom estão de parabéns.;elogio ;agendamento;pontualidade
2096;Excelente a PM está atendendo no ambiente do SAC, ambiente com mais conforto e segurança.;elogio;infraestrutura;conforto
2094;AtÃ o momento e a demora nos serviÃos.;reclamacao;atendimento;agilidade
2090;NÃo existe bebedouro ou Ãgua com fÃcil acesso.;reclamacao;atendimento;bebedouro
